"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer._","Answer.confAnswer0","Answer.confAnswer1","Answer.confAnswer10","Answer.confAnswer2","Answer.confAnswer3","Answer.confAnswer4","Answer.confAnswer5","Answer.confAnswer6","Answer.confAnswer7","Answer.confAnswer8","Answer.confAnswer9","Answer.confidenceTime0","Answer.confidenceTime1","Answer.confidenceTime10","Answer.confidenceTime2","Answer.confidenceTime3","Answer.confidenceTime4","Answer.confidenceTime5","Answer.confidenceTime6","Answer.confidenceTime7","Answer.confidenceTime8","Answer.confidenceTime9","Answer.estimAnswer0","Answer.estimAnswer1","Answer.estimAnswer10","Answer.estimAnswer2","Answer.estimAnswer3","Answer.estimAnswer4","Answer.estimAnswer5","Answer.estimAnswer6","Answer.estimAnswer7","Answer.estimAnswer8","Answer.estimAnswer9","Answer.estimationTime0","Answer.estimationTime1","Answer.estimationTime10","Answer.estimationTime2","Answer.estimationTime3","Answer.estimationTime4","Answer.estimationTime5","Answer.estimationTime6","Answer.estimationTime7","Answer.estimationTime8","Answer.estimationTime9","Answer.opinion0","Answer.opinion1","Answer.opinion10","Answer.opinion2","Answer.opinion3","Answer.opinion4","Answer.opinion5","Answer.opinion6","Answer.opinion7","Answer.opinion8","Answer.opinion9","Answer.orig_index0","Answer.orig_index1","Answer.orig_index10","Answer.orig_index2","Answer.orig_index3","Answer.orig_index4","Answer.orig_index5","Answer.orig_index6","Answer.orig_index7","Answer.orig_index8","Answer.orig_index9","Answer.reactionTimeAnswer0","Answer.reactionTimeAnswer1","Answer.reactionTimeAnswer10","Answer.reactionTimeAnswer2","Answer.reactionTimeAnswer3","Answer.reactionTimeAnswer4","Answer.reactionTimeAnswer5","Answer.reactionTimeAnswer6","Answer.reactionTimeAnswer7","Answer.reactionTimeAnswer8","Answer.reactionTimeAnswer9","Answer.realFakeTime0","Answer.realFakeTime1","Answer.realFakeTime10","Answer.realFakeTime2","Answer.realFakeTime3","Answer.realFakeTime4","Answer.realFakeTime5","Answer.realFakeTime6","Answer.realFakeTime7","Answer.realFakeTime8","Answer.realFakeTime9","Answer.startTime0","Answer.startTime1","Answer.startTime10","Answer.startTime2","Answer.startTime3","Answer.startTime4","Answer.startTime5","Answer.startTime6","Answer.startTime7","Answer.startTime8","Answer.startTime9","Answer.validAnswer0","Answer.validAnswer1","Answer.validAnswer10","Answer.validAnswer2","Answer.validAnswer3","Answer.validAnswer4","Answer.validAnswer5","Answer.validAnswer6","Answer.validAnswer7","Answer.validAnswer8","Answer.validAnswer9","Answer.validationTime0","Answer.validationTime1","Answer.validationTime10","Answer.validationTime2","Answer.validationTime3","Answer.validationTime4","Answer.validationTime5","Answer.validationTime6","Answer.validationTime7","Answer.validationTime8","Answer.validationTime9","Approve","Reject"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3U5NZHP4LSNJS9HWQOCA8IRH1D6PHX","A1TARNH07A75CG","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 10:55:56 PDT 2018","Tue Jun 19 11:55:56 PDT 2018","2018-06-19 18:56:00 UTC","","","1048","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","50","50","50","80","100","100","100","50","50","50","1529430874367","1529430165896","1529430784887","1529430275544","1529430675719","1529430021537","1529430502777","1529430629766","1529430225929","1529430382088","1529430934943","10","50","50","70","15","20","20","5","60","50","50","1529430876440","1529430168008","1529430787664","1529430278360","1529430678031","1529430026343","1529430504768","1529430633184","1529430209616","1529430384304","1529430938975","-1","-1","1","-1","-1","-1","-1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","38328","68756","104774","52217","101144","120584","143534","39329","58318","171072","62239","1529430866775","1529430165279","1529430784206","1529430275135","1529430674855","1529430020647","1529430502184","1529430629447","1529430206455","1529430381294","1529430934510","1529430843358","1529430104211","1529430738584","1529430231287","1529430637439","1529429983627","1529430454576","1529430598110","1529430172969","1529430283504","1529430881687","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430878567","1529430170288","1529430841976","1529430280760","1529430735775","1529430102208","1529430594920","1529430634719","1529430212840","1529430452888","1529430940985"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3URFVVM1663IBZPMDWHBIVIL5KFUZO","A39Q4SNT7SRK94","Approved","Tue Jun 19 10:38:25 PDT 2018","Tue Jun 19 10:58:50 PDT 2018","Tue Jun 19 11:58:50 PDT 2018","2018-06-19 18:59:00 UTC","","","1225","100% (1/1)","100% (1/1)","100% (1/1)","{}","100","100","70","80","70","70","60","90","70","90","80","1529430956636","1529431008509","1529431123615","1529430919928","1529430972188","1529430987590","1529431022488","1529431072932","1529431047223","1529431084225","1529430910861","100","100","70","80","70","70","60","90","70","90","80","1529430958325","1529431009434","1529431124750","1529430921643","1529430973251","1529430988500","1529431024090","1529431073882","1529431048816","1529431085314","1529430909071","-1","-1","-1","1","-1","1","-1","1","1","-1","1","10","19","87","51","53","55","70","71","72","81","82","17438","20742","37044","28619","14777","15289","16377","24793","23322","13820","40923","1529430955991","1529431008366","1529431123338","1529430919252","1529430971535","1529430987071","1529431022111","1529431072601","1529431036796","1529431083894","1529430906828","1529430941979","1529430989484","1529431088538","1529430913360","1529430959417","1529430974195","1529431010226","1529431049925","1529431026603","1529431074718","1529430872437","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430958862","1529431009877","1529431125137","1529430941380","1529430973874","1529430989005","1529431025770","1529431074230","1529431049546","1529431086094","1529430910348"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3VNXK88KKD33INW9EOXH1TIB4OZV9Y","A1G17IJC53N6K3","Approved","Tue Jun 19 10:38:29 PDT 2018","Tue Jun 19 13:33:49 PDT 2018","Tue Jun 19 14:33:49 PDT 2018","2018-06-19 21:34:00 UTC","","","10520","100% (1/1)","100% (1/1)","100% (1/1)","{}","70","65","50","85","50","50","75","100","{}","70","50","1529439837505","1529440421022","1529438533685","1529440293334","1529438604269","1529440377178","1529438020234","1529439651794","{}","1529439276276","1529440026364","30","50","50","50","50","50","70","80","{}","65","50","1529439841412","1529440422796","1529438537580","1529440295947","1529438607498","1529440378317","1529438023646","1529439653800","{}","1529439278972","1529440027667","-1","1","1","-1","1","-1","1","-1","","1","-1","10","19","87","51","53","55","70","71","72","81","82","200899","{}","331516","266483","73454","89121","265332","375510","{}","667300","173082","1529439836711","1529440420239","1529438533030","1529440291794","1529438603349","1529440368145","1529438019654","1529439649293","{}","1529439275467","1529440025631","1529439659462","1529440389051","1529438211676","1529440033445","1529438543194","1529440299928","1529437946343","1529439283950","{}","1529438616648","1529439860363","grapefruit","banana","kiwi","mango","Avocado","blackberry","Olive","blueberry","{}","pear","pineapple","1529439856973","1529440425560","1529438540248","1529440296915","1529438609993","1529440385710","1529438208746","1529439657323","{}","1529439281013","1529440031207"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3W2LOLRXLC0V6CYJ91JWQ57OUCYKRO","ADGH08WUP68ZF","Approved","Tue Jun 19 10:38:27 PDT 2018","Tue Jun 19 12:26:38 PDT 2018","Tue Jun 19 13:26:38 PDT 2018","2018-06-19 20:27:00 UTC","","","6491","100% (1/1)","100% (1/1)","100% (1/1)","{}","65","55","60","80","75","65","55","70","65","75","55","1529435223734","1529435955179","1529435841971","1529435429003","1529435892339","1529435317489","1529436291884","1529436027979","1529436369202","1529435777000","1529436159978","60","45","45","30","50","50","50","20","60","60","45","1529435231471","1529435971416","1529435849713","1529435432712","1529435894836","1529435319837","1529436294813","1529436030771","1529436372637","1529435780631","1529436171844","1","-1","-1","-1","-1","-1","1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","147678","78505","61278","114976","53494","75670","103911","60076","64273","344356","173236","1529435222012","1529435953765","1529435837965","1529435428223","1529435891518","1529435316864","1529436290906","1529436027186","1529436367864","1529435768672","1529436123291","1529435112192","1529435909648","1529435794872","1529435335540","1529435856152","1529435259870","1529436221465","1529435988153","1529436325376","1529435450516","1529436048229","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529435252183","1529435984425","1529435852301","1529435446909","1529435901392","1529435328799","1529436298659","1529436045536","1529436385376","1529435785573","1529436217406"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3WS1NTTKEZXWQWM6ED9KQWEWDQI0F4","A28T38MOUG43YD","Approved","Tue Jun 19 10:38:32 PDT 2018","Tue Jun 19 13:15:16 PDT 2018","Tue Jun 19 14:15:16 PDT 2018","2018-06-19 21:16:00 UTC","","","9404","100% (1/1)","100% (1/1)","100% (1/1)","{}","75","85","60","80","75","60","75","75","70","60","80","1529439213768","1529438763544","1529439227191","1529439142280","1529439120480","1529438560903","1529438578472","1529438600640","1529438260960","1529439298368","1529438302223","50","30","50","30","40","50","70","60","60","60","70","1529439215760","1529438765960","1529439228615","1529439143432","1529439122416","1529438563335","1529438579719","1529438601775","1529438263607","1529439300080","1529438514838","-1","-1","-1","-1","-1","1","-1","1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","65279","181552","67713","23391","338465","13256","26688","13264","32800","27679","269574","1529439213478","1529438762823","1529439226895","1529439141943","1529439119855","1529438560463","1529438578159","1529438600311","1529438260655","1529439297591","1529438301166","1529439153176","1529438609767","1529439218455","1529439129784","1529438791319","1529438556559","1529438569815","1529438596503","1529438254185","1529439286168","1529438286985","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","Cherry","pear","pineapple","1529439217359","1529438784000","1529439270352","1529439146295","1529439127456","1529438567775","1529438594993","1529438607024","1529438281592","1529439302256","1529438554024"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3WYGZ5XF3X077RYWOQJ1GFCKGEHSKK","AKNYT1NTK2UFK","Approved","Tue Jun 19 10:38:29 PDT 2018","Tue Jun 19 14:17:33 PDT 2018","Tue Jun 19 15:17:33 PDT 2018","2018-06-19 22:18:00 UTC","","","13144","100% (1/1)","100% (1/1)","100% (1/1)","{}","50","80","65","60","75","75","60","50","60","50","50","1529442760844","1529442267749","1529442675087","1529442499332","1529442710560","1529442735274","1529442804947","1529442905395","1529442553423","1529442947407","1529442454017","50","25","50","50","50","50","50","50","50","50","50","1529442762793","1529442350468","1529442677715","1529442502028","1529442713851","1529442737244","1529442807182","1529442906567","1529442555819","1529442948841","1529442455861","-1","-1","1","1","-1","-1","1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","26199","139393","124009","33899","38252","18878","44470","99495","50673","139875","78266","1529442760118","1529442266832","1529442633544","1529442498419","1529442703170","1529442728098","1529442778643","1529442904663","1529442552617","1529442946482","1529442453292","1529442738960","1529442255589","1529442557821","1529442473249","1529442681830","1529442720082","1529442765159","1529442809630","1529442507148","1529442909125","1529442394983","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529442753071","1529442357322","1529442672312","1529442503612","1529442706170","1529442730872","1529442801529","1529442907585","1529442548749","1529442950627","1529442445985"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3X4JMASXCNU6DFAQ9BNO76NBYSQ0BM","A2SKXKH9YXZYRI","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 13:58:45 PDT 2018","Tue Jun 19 14:58:45 PDT 2018","2018-06-19 21:59:00 UTC","","","12017","100% (2/2)","100% (1/1)","100% (1/1)","{}","100","75","80","100","100","50","65","50","50","50","65","1529441899546","1529441181763","1529441617061","1529441528771","1529441413862","1529440979141","1529441235688","1529441812264","1529440762140","1529440881246","1529441326803","75","35","60","75","75","50","60","50","50","50","40","1529441903185","1529441186628","1529441619309","1529441553107","1529441422567","1529441009089","1529441238653","1529441815126","1529440663748","1529440888277","1529441331059","1","1","1","1","1","-1","1","1","-1","-1","-1","10","19","87","51","53","55","70","71","72","81","82","86573","173254","192923","121241","81543","130051","100626","68619","221276","119596","67334","1529441898810","1529441180957","1529441615465","1529441527740","1529441413173","1529440978396","1529441234857","1529441811394","1529440655990","1529440877787","1529441326239","1529441826848","1529441021306","1529441565305","1529441444064","1529441362521","1529440891255","1529441194560","1529441758228","1529440550383","1529440771659","1529441295186","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529441908965","1529441156343","1529441755633","1529441561407","1529441434269","1529441003114","1529441292184","1529441817542","1529440750761","1529440858759","1529441358202"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3X73LLYYQ2ZJPO5JA9ZI4TMM1Y5NHZ","A2E5PZUD6W4OA1","Approved","Tue Jun 19 15:27:23 PDT 2018","Tue Jun 19 21:08:14 PDT 2018","Tue Jun 19 22:08:14 PDT 2018","2018-06-20 05:09:00 UTC","","","20451","100% (1/1)","100% (1/1)","100% (1/1)","{}","85","78","58","77","78","77","66","90","78","66","89","1529467246202","1529466017385","1529467216057","1529467528171","1529467598106","1529466905643","1529467572128","1529467619449","1529467649377","1529466870900","1529467686844","90","45","66","88","78","65","56","78","78","66","77","1529467247970","1529466021377","1529467224033","1529467521387","1529467595001","1529466907657","1529467574033","1529467621500","1529467653267","1529466792540","1529467688850","-1","1","-1","1","1","-1","-1","-1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","41729","59544","297239","266112","23527","55231","41727","23648","32471","811294","35841","1529467242952","1529466016752","1529467215416","1529467527312","1529467582713","1529466905273","1529467571368","1529467618856","1529467648801","1529466788841","1529467686169","1529467226824","1529466003516","1529466929585","1529467268553","1529467576392","1529466874354","1529467534665","1529467599919","1529467623569","1529466063060","1529467656040","grapefruit","Banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529467266676","1529466061467","1529467222954","1529467532451","1529467593204","1529466927759","1529467568833","1529467616747","1529467654970","1529466863481","1529467690006"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3Y54SXRO1M6MPNGN74STW7H4KOTUT8","ABL3H3O3BI8ZD","Approved","Tue Jun 19 10:38:20 PDT 2018","Tue Jun 19 12:17:04 PDT 2018","Tue Jun 19 13:17:04 PDT 2018","2018-06-19 20:18:00 UTC","","","5924","100% (1/1)","100% (1/1)","100% (1/1)","{}","{}","{}","{}","{}","{}","90","35","{}","{}","{}","{}","{}","{}","{}","{}","{}","1529435738671","1529435785496","{}","{}","{}","{}","{}","{}","{}","{}","{}","10","45","{}","{}","{}","{}","{}","{}","{}","{}","{}","1529435744080","1529435788686","{}","{}","{}","{}","","","","","","1","1","","","","","10","19","87","51","53","55","70","71","72","81","82","{}","{}","{}","{}","{}","45600","{}","{}","{}","{}","{}","{}","{}","{}","{}","{}","1529435737534","1529435785107","{}","{}","{}","{}","{}","{}","{}","{}","{}","1529435735126","1529435780726","{}","{}","{}","{}","{}","{}","{}","{}","{}","blackberry","Olive","{}","{}","{}","{}","{}","{}","{}","{}","{}","1529435776022","1529435821995","{}","{}","{}","{}"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3YJ6NA41JC1FJFCMEOFVKV7WE5APJ2","A1DHYSXOHE5VQL","Approved","Tue Jun 19 10:41:06 PDT 2018","Tue Jun 19 11:04:53 PDT 2018","Tue Jun 19 12:04:53 PDT 2018","2018-06-19 19:05:00 UTC","","","1427","100% (1/1)","100% (1/1)","100% (1/1)","{}","60","65","70","50","55","80","60","60","70","65","80","1529431248641","1529431501810","1529431328601","1529431006049","1529431157681","1529431481329","1529430356251","1529431029329","1529431445265","1529431415113","1529430918576","45","40","50","40","45","55","50","45","45","45","80","1529431251442","1529431505483","1529431332464","1529431008912","1529431107994","1529431483873","1529430586401","1529431033504","1529431447937","1529431417628","1529430921249","-1","1","1","1","-1","1","1","-1","1","-1","1","10","19","87","51","53","55","70","71","72","81","82","103232","22549","74944","85444","111072","38816","368453","33076","29880","84160","310663","1529431244929","1529431501305","1529431326760","1529431003537","1529431105313","1529431480705","1529430355601","1529431028768","1529431444857","1529431414184","1529430917849","1529431160793","1529431491825","1529431264025","1529430931200","1529431049721","1529431453009","1529430252084","1529431016645","1529431423129","1529431338969","1529430620537","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529431256809","1529431508777","1529431335633","1529431012009","1529431111449","1529431486808","1529430616625","1529431044819","1529431449977","1529431420177","1529430927098"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3YMTUJH0DT1N8PM8SY1BJ3JALB64TW","A1KFUXSVGSHL5Z","Approved","Tue Jun 19 10:38:30 PDT 2018","Tue Jun 19 10:55:47 PDT 2018","Tue Jun 19 11:55:47 PDT 2018","2018-06-19 18:56:00 UTC","","","1037","100% (1/1)","100% (1/1)","100% (1/1)","{}","80","70","80","85","90","65","80","90","90","75","80","1529430624758","1529430109365","1529430879765","1529430803152","1529430317627","1529430450256","1529430250325","1529430921821","1529430018186","1529430706839","1529430588623","75","80","70","70","90","50","90","70","85","75","65","1529430626974","1529430111901","1529430880718","1529430804203","1529430320122","1529430452937","1529430252267","1529430923812","1529430020762","1529430708250","1529430590342","1","1","1","1","1","1","1","1","-1","1","-1","10","19","87","51","53","55","70","71","72","81","82","41937","70835","61043","110578","79070","128766","138733","53438","65143","78442","129877","1529430624228","1529430108829","1529430879381","1529430802744","1529430317106","1529430449575","1529430225627","1529430926220","1529430017729","1529430706263","1529430580948","1529430592308","1529430045027","1529430823265","1529430712687","1529430254595","1529430333665","1529430115862","1529430884308","1529429979884","1529430634245","1529430462431","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529430627814","1529430104574","1529430881926","1529430805002","1529430322076","1529430455593","1529430221485","1529430931772","1529430041722","1529430709546","1529430583660"
"308KJXFUJRRZOU5VBX617M9NUAXATO","3MID1PD49GFHHGQUCLTH9ZC5OKGKWZ","Is this news real or fake? (<10 minutes; earn 3x your reward by bonuses!)","Tell us if you think these news pieces are real or fake.","experiment, game, fact-checking","$2.00","Tue Jun 19 10:38:13 PDT 2018","50","BatchId:3274304;OriginalHitTemplateId:920937336;","21600","3600","Tue Jun 26 10:38:13 PDT 2018","","","3ZSANO2JCGSWR56INFS402KF8I0SFI","A1JV64BL3WCK0G","Approved","Tue Jun 19 10:38:28 PDT 2018","Tue Jun 19 16:35:32 PDT 2018","Tue Jun 19 17:35:32 PDT 2018","2018-06-20 00:36:00 UTC","","","21424","100% (1/1)","100% (1/1)","100% (1/1)","{}","75","75","50","65","65","65","90","65","50","90","75","1529450566279","1529450305283","1529450448086","1529450801714","1529450892225","1529451258668","1529450949672","1529451315491","1529451176731","1529451100129","1529450678200","65","50","75","60","60","60","75","60","65","80","75","1529450572880","1529450309826","1529450461454","1529450804702","1529450895829","1529451261583","1529450953456","1529451319487","1529451179896","1529451105220","1529450673666","1","-1","1","1","1","-1","1","-1","1","1","1","10","19","87","51","53","55","70","71","72","81","82","106076","84624","137337","108913","82682","84537","92405","57450","69632","106084","139021","1529450565601","1529450303512","1529450447390","1529450801101","1529450891416","1529451254450","1529450949166","1529451313432","1529451176080","1529451099116","1529450661765","1529450478769","1529450256808","1529450341432","1529450723867","1529450832780","1529451183584","1529450915462","1529451268122","1529451113952","1529451007867","1529450584845","grapefruit","banana","kiwi","mango","avocado","blackberry","olive","blueberry","cherry","pear","pineapple","1529450577517","1529450321990","1529450466135","1529450808747","1529450898776","1529451229773","1529450966388","1529451301739","1529451148597","1529451086108","1529450719406"
